,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,BsmtFinSF1_nan,BsmtFinSF2_nan,BsmtUnfSF_nan,TotalBsmtSF_nan,BsmtFullBath_nan,BsmtHalfBath_nan,GarageYrBlt_nan,GarageCars_nan,GarageArea_nan
1231,1232,90,2,70.0,7728,1,0,1,1,0,0,5,2,1,1,3,5,6,44,44,2,0,2,0,2,120.0,1,2,2,2,3,3,4,803.0,4,0.0,303.0,1106.0,1,2,1,2,1190,0,0,1190,1.0,0.0,1,0,3,1,1,6,3,0,0,3,44.0,1,2.0,540.0,2,3,2,0,18,0,0,0,0,0,5,2006,2,2,132500.0,0,0,0,0,0,0,0,0,0,0,0
1232,1233,90,2,70.0,9842,1,0,1,1,1,0,5,2,1,1,4,4,5,45,45,0,0,3,4,0,0.0,1,2,0,0,1,0,0,0.0,0,0.0,0.0,0.0,1,2,1,2,1224,0,0,1224,0.0,0.0,2,0,2,2,1,6,3,0,0,2,45.0,1,2.0,462.0,2,3,2,0,0,0,0,0,0,0,3,2007,2,2,101800.0,0,0,0,0,0,0,0,0,0,0,0
1233,1234,20,2,68.0,12160,1,1,1,1,0,0,5,2,1,4,4,5,5,51,51,2,0,4,5,2,180.0,1,2,2,2,3,1,1,1000.0,4,0.0,188.0,1188.0,1,1,1,2,1188,0,0,1188,1.0,0.0,1,0,3,1,1,6,3,0,0,3,51.0,2,2.0,531.0,2,3,2,0,0,0,0,0,0,0,5,2010,0,0,142000.0,1,0,0,0,0,0,0,0,0,0,0
1234,1235,70,0,55.0,8525,1,0,0,1,0,0,8,2,1,4,5,5,6,97,58,0,0,1,1,0,0.0,1,2,3,2,3,3,5,0.0,4,0.0,940.0,940.0,1,2,0,1,1024,940,0,1964,0.0,0.0,1,1,4,1,1,7,3,0,0,0,29.0,0,0.0,0.0,0,0,0,0,192,0,0,0,0,0,11,2008,2,0,130000.0,0,0,0,0,0,0,0,0,1,0,0
1235,1236,70,2,96.0,13132,1,0,1,1,0,0,12,2,1,4,5,5,5,92,56,0,0,2,0,0,0.0,1,2,1,3,3,2,5,0.0,4,0.0,747.0,747.0,1,3,1,0,892,892,0,1784,0.0,0.0,1,1,4,1,1,9,3,0,0,1,92.0,1,1.0,180.0,1,1,0,203,40,0,0,0,0,0,7,2006,2,2,138887.0,0,0,0,0,0,0,0,0,0,0,0
1236,1237,160,2,36.0,2628,1,0,1,1,0,0,15,2,1,2,5,7,5,7,7,0,0,6,2,3,106.0,2,2,3,3,3,1,5,0.0,4,0.0,764.0,764.0,1,4,1,2,764,862,0,1626,0.0,0.0,2,1,2,1,2,6,3,0,0,4,7.0,2,2.0,474.0,2,3,2,0,27,0,0,0,0,0,6,2010,2,2,175500.0,0,0,0,0,0,0,0,0,0,0,0
1237,1238,60,2,41.0,12393,1,3,1,1,1,0,11,2,1,4,5,7,5,2,1,0,0,6,6,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,847.0,847.0,1,4,1,2,847,1101,0,1948,0.0,0.0,2,1,4,1,2,8,3,1,3,4,2.0,3,2.0,434.0,2,3,2,100,48,0,0,0,0,0,9,2006,2,2,195000.0,0,0,0,0,0,0,0,0,0,0,0
1238,1239,20,2,63.0,13072,1,0,1,1,0,0,7,3,1,4,4,6,5,1,1,0,0,6,6,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,1141.0,1141.0,1,4,1,2,1141,0,0,1141,0.0,0.0,1,1,3,1,1,6,3,0,0,1,1.0,1,2.0,484.0,2,3,2,0,0,0,0,0,0,0,3,2006,2,0,142500.0,0,0,0,0,0,0,0,0,0,0,0
1239,1240,20,2,64.0,9037,1,1,3,1,0,0,14,2,1,4,4,8,5,1,1,2,0,6,6,2,32.0,2,2,3,3,3,3,6,428.0,4,0.0,1048.0,1476.0,1,4,1,2,1484,0,0,1484,0.0,0.0,2,0,2,1,3,6,3,1,3,3,1.0,2,2.0,472.0,2,3,2,120,33,0,0,0,0,0,12,2007,2,2,265900.0,0,0,0,0,0,0,0,0,0,0,0
1240,1241,60,2,65.0,8158,1,0,1,1,0,0,11,2,1,4,5,7,5,5,5,0,0,6,6,2,252.0,2,2,3,3,3,1,6,550.0,4,0.0,334.0,884.0,1,4,1,2,884,884,0,1768,1.0,0.0,2,1,3,1,2,8,3,0,0,3,5.0,2,2.0,543.0,2,3,2,0,63,0,0,0,0,0,7,2008,2,2,224900.0,0,0,0,0,0,0,0,0,0,0,0
1241,1242,20,2,83.0,9849,1,0,1,1,0,0,13,2,1,4,4,7,6,0,0,2,0,6,6,3,0.0,2,2,3,3,3,3,5,0.0,4,0.0,1689.0,1689.0,1,4,1,2,1689,0,0,1689,0.0,0.0,2,0,3,1,2,7,3,0,0,3,0.0,2,3.0,954.0,2,3,2,0,56,0,0,0,0,0,6,2007,3,3,248328.0,0,0,0,0,0,0,0,0,0,0,0
1242,1243,85,2,85.0,10625,1,0,1,1,0,0,9,2,1,4,0,7,6,36,36,0,0,4,5,2,81.0,1,2,2,3,3,4,6,885.0,2,168.0,0.0,1053.0,1,2,1,2,1173,0,0,1173,1.0,0.0,2,0,3,1,2,6,3,2,2,3,36.0,2,2.0,528.0,2,3,2,0,120,0,0,0,0,0,1,2010,2,1,170000.0,0,0,0,0,0,0,0,0,0,0,0
1243,1244,20,2,107.0,13891,1,0,1,1,0,0,15,2,1,4,4,10,5,0,0,0,0,6,6,1,0.0,3,2,3,4,4,4,6,1386.0,4,0.0,690.0,2076.0,1,4,1,2,2076,0,0,2076,1.0,0.0,2,1,2,1,3,7,3,1,3,3,0.0,3,3.0,850.0,2,3,2,216,229,0,0,0,0,0,9,2006,3,3,465000.0,0,1,0,0,0,0,0,0,0,0,0
1244,1245,70,2,68.0,11435,1,1,3,1,2,1,12,2,1,4,5,8,7,77,56,0,0,5,3,0,0.0,1,2,3,3,3,1,5,0.0,4,0.0,792.0,792.0,1,1,1,2,792,725,0,1517,0.0,0.0,1,0,3,1,2,7,3,2,3,1,75.0,1,2.0,400.0,2,3,2,0,0,0,0,0,0,0,6,2006,2,2,230000.0,1,0,0,0,0,0,0,0,0,0,0
1245,1246,80,2,78.0,12090,1,0,1,1,0,0,9,2,1,4,3,6,7,23,4,2,0,6,6,2,74.0,1,2,2,3,3,1,5,0.0,4,0.0,585.0,585.0,1,4,1,2,1140,728,0,1868,0.0,0.0,3,1,3,1,1,7,3,1,2,4,23.0,3,2.0,477.0,2,3,2,268,112,0,0,147,0,0,1,2007,2,0,178000.0,0,0,0,0,0,0,0,0,0,0,0
1246,1247,60,3,65.0,8125,1,0,1,1,0,0,13,2,1,4,5,7,5,1,0,0,0,6,6,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,756.0,756.0,1,4,1,2,756,797,0,1553,0.0,0.0,2,1,3,1,2,6,3,0,0,3,1.0,2,2.0,615.0,2,3,2,0,45,0,0,0,0,0,3,2006,3,3,186500.0,0,0,0,0,0,0,0,0,0,0,0
1247,1248,80,2,68.0,12328,1,1,1,1,0,0,6,2,1,4,3,6,5,34,34,0,0,3,4,2,335.0,1,2,2,2,3,3,6,539.0,4,0.0,473.0,1012.0,1,2,1,2,1034,0,0,1034,1.0,0.0,1,0,3,1,1,6,3,0,0,3,34.0,1,3.0,888.0,2,3,2,0,0,0,0,0,0,0,5,2010,2,2,169900.0,1,0,0,0,0,0,0,0,0,0,0
1248,1249,75,1,60.0,9600,1,0,1,1,0,0,3,2,1,4,2,6,5,91,58,0,0,0,3,0,0.0,1,2,1,3,3,1,1,319.0,4,0.0,416.0,735.0,0,1,0,2,1134,924,0,2058,0.0,0.0,1,1,3,1,1,8,3,1,3,1,58.0,1,2.0,396.0,1,1,1,0,0,259,0,0,0,0,4,2008,2,2,129500.0,0,0,0,0,0,0,0,0,0,0,0
1249,1250,20,2,60.0,7200,1,0,1,1,0,0,5,2,1,4,4,5,7,57,57,0,0,1,1,0,0.0,1,2,2,2,3,1,2,534.0,3,96.0,246.0,876.0,1,2,1,2,988,0,0,988,0.0,0.0,1,0,3,1,1,6,3,0,0,3,57.0,1,1.0,276.0,2,3,2,0,80,0,0,0,0,0,5,2007,2,2,119000.0,0,0,0,0,0,0,0,0,0,0,0
1250,1251,20,2,93.0,11160,1,0,1,1,2,0,5,2,1,4,4,7,5,42,42,2,0,5,3,0,0.0,2,2,2,2,3,1,4,1065.0,4,0.0,1045.0,2110.0,1,4,1,2,2110,0,0,2110,1.0,0.0,2,1,3,1,3,8,3,2,2,3,42.0,3,2.0,522.0,2,3,2,0,0,0,0,0,0,0,4,2010,2,2,244000.0,0,0,0,0,0,0,0,0,0,0,0
1251,1252,120,2,68.0,3136,1,1,1,1,2,0,15,2,1,3,4,7,5,3,3,0,0,6,2,3,163.0,2,2,3,3,3,1,5,0.0,4,0.0,1405.0,1405.0,1,4,1,2,1405,0,0,1405,0.0,0.0,2,0,2,1,2,6,3,1,3,3,3.0,2,2.0,478.0,2,3,2,148,36,0,0,0,0,0,3,2006,2,2,171750.0,1,0,0,0,0,0,0,0,0,0,0
1252,1253,20,2,62.0,9858,1,0,1,1,0,0,6,2,1,4,4,5,6,41,41,0,0,3,4,0,0.0,1,2,2,2,3,1,2,510.0,4,0.0,354.0,864.0,1,2,1,2,874,0,0,874,1.0,0.0,1,0,3,1,1,5,3,0,0,3,41.0,2,1.0,288.0,2,3,2,33,0,0,0,0,0,600,11,2009,2,2,130000.0,0,0,0,0,0,0,0,0,0,0,0
1253,1254,60,2,68.0,17542,1,1,1,1,0,0,8,2,1,4,5,7,7,33,4,0,0,2,0,0,0.0,2,2,2,2,3,4,3,125.0,5,1031.0,36.0,1192.0,1,2,1,2,1516,651,0,2167,1.0,0.0,2,1,3,1,2,9,3,2,3,3,33.0,2,2.0,518.0,2,3,2,220,47,0,0,0,0,0,7,2007,2,2,294000.0,1,0,0,0,0,0,0,0,0,0,0
1254,1255,60,2,60.0,6931,1,0,1,1,0,0,2,2,1,4,5,7,5,5,4,0,0,6,6,3,92.0,2,2,3,3,3,1,5,0.0,4,0.0,746.0,746.0,1,4,1,2,760,896,0,1656,0.0,0.0,2,1,3,1,2,7,3,1,3,4,5.0,3,2.0,397.0,2,3,2,178,128,0,0,0,0,0,7,2008,2,2,165400.0,0,0,0,0,0,0,0,0,0,0,0
1255,1256,50,1,52.0,6240,1,0,1,1,0,0,1,2,1,4,1,6,6,76,57,0,0,2,0,0,0.0,1,2,1,2,2,1,3,425.0,4,0.0,459.0,884.0,1,2,1,1,959,408,0,1367,0.0,0.0,1,0,3,1,1,6,3,1,3,1,29.0,1,1.0,560.0,2,3,2,0,0,0,0,120,0,0,11,2007,2,2,127500.0,0,0,0,0,0,0,0,0,0,0,0
1256,1257,20,2,91.0,14303,1,1,1,1,2,0,16,2,1,4,4,8,5,14,14,2,0,3,4,2,554.0,2,2,3,3,3,4,6,1314.0,4,0.0,672.0,1986.0,1,4,1,2,1987,0,0,1987,1.0,0.0,2,0,2,1,2,7,3,1,2,3,14.0,3,2.0,691.0,2,3,2,262,36,0,0,0,0,0,8,2008,2,2,301500.0,0,0,0,0,0,0,0,0,0,0,0
1257,1258,30,2,56.0,4060,1,0,1,1,2,0,2,1,1,4,4,5,8,87,59,0,0,2,0,0,0.0,1,2,3,1,3,1,5,0.0,4,0.0,864.0,864.0,1,4,1,2,864,0,0,864,0.0,0.0,1,0,2,1,1,4,3,0,0,0,30.0,0,0.0,0.0,0,0,2,0,96,0,0,0,0,0,7,2009,2,2,99900.0,0,0,0,0,0,0,0,0,1,0,0
1258,1259,80,2,59.0,9587,1,1,1,1,0,0,10,2,1,4,3,7,5,3,3,0,0,6,6,3,182.0,2,2,3,3,3,4,6,655.0,4,0.0,201.0,856.0,1,4,1,2,1166,0,0,1166,1.0,0.0,2,0,2,1,2,5,3,0,0,3,3.0,3,2.0,400.0,2,3,2,212,0,0,0,0,0,0,7,2008,2,2,190000.0,0,0,0,0,0,0,0,0,0,0,0
1259,1260,20,2,65.0,9750,1,0,1,1,1,0,5,2,1,4,4,6,8,39,39,0,0,3,4,0,0.0,1,2,2,3,3,1,4,602.0,2,438.0,14.0,1054.0,1,3,1,2,1054,0,0,1054,1.0,0.0,1,1,3,1,1,6,3,0,0,3,39.0,1,2.0,460.0,2,3,2,180,0,0,0,80,0,0,7,2008,2,2,151000.0,0,0,0,0,0,0,0,0,0,0,0
1260,1261,60,2,68.0,24682,1,2,1,1,4,0,10,3,1,4,5,6,5,10,10,0,0,6,6,0,0.0,1,2,3,3,3,1,5,0.0,4,0.0,841.0,841.0,1,4,1,2,892,783,0,1675,0.0,0.0,2,1,3,1,1,7,3,1,2,4,10.0,3,2.0,502.0,2,3,2,0,103,0,0,0,0,0,6,2009,2,2,181000.0,1,0,0,0,0,0,0,0,0,0,0
1261,1262,20,2,80.0,9600,1,0,1,1,0,0,5,2,1,4,4,5,6,53,53,2,0,1,1,0,0.0,1,2,2,2,3,1,1,504.0,4,0.0,546.0,1050.0,1,3,1,2,1050,0,0,1050,0.0,0.0,1,0,2,1,1,5,3,0,0,3,53.0,1,1.0,338.0,2,3,2,0,0,0,0,0,0,0,6,2009,2,2,128900.0,0,0,0,0,0,0,0,0,0,0,0
1262,1263,50,2,68.0,11250,1,0,1,1,0,0,8,2,1,4,1,4,5,52,20,0,0,2,0,0,0.0,1,2,2,2,3,3,5,0.0,4,0.0,1104.0,1104.0,1,4,1,1,1104,684,0,1788,1.0,0.0,1,0,5,1,1,8,0,2,2,3,52.0,1,1.0,304.0,2,3,2,120,0,0,0,0,0,0,11,2009,2,2,161500.0,1,0,0,0,0,0,0,0,0,0,0
1263,1264,70,2,60.0,13515,1,0,1,1,0,0,1,2,1,4,5,6,6,88,57,1,0,2,0,0,0.0,1,2,3,2,3,1,5,0.0,4,0.0,764.0,764.0,1,4,1,1,1060,764,0,1824,0.0,0.0,1,0,3,1,1,8,3,1,3,1,67.0,1,2.0,520.0,2,3,0,0,0,126,0,0,0,0,7,2007,2,2,180500.0,0,0,0,0,0,0,0,0,0,0,0
1264,1265,120,0,34.0,4060,1,0,1,1,0,0,5,2,1,3,4,6,5,10,9,0,0,1,1,0,0.0,2,2,3,3,3,1,6,266.0,4,0.0,1139.0,1405.0,1,4,1,2,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,3,0,0,3,10.0,3,2.0,511.0,2,3,2,144,68,0,0,0,0,0,8,2008,0,0,181000.0,0,0,0,0,0,0,0,0,0,0,0
1265,1266,160,3,35.0,3735,1,0,1,1,3,0,13,2,1,3,5,7,5,7,7,2,0,1,1,2,218.0,2,2,3,3,3,1,6,450.0,4,0.0,241.0,691.0,1,4,1,2,713,739,0,1452,1.0,0.0,2,1,3,1,2,6,3,0,0,1,7.0,1,2.0,506.0,2,3,2,0,34,0,0,0,0,0,3,2006,2,2,183900.0,0,0,0,0,0,0,0,0,0,0,0
1266,1267,190,1,60.0,10120,1,1,0,1,0,0,3,1,1,0,2,7,4,97,57,2,0,2,0,0,0.0,0,2,2,2,3,1,5,0.0,4,0.0,925.0,925.0,1,2,0,0,964,925,0,1889,0.0,0.0,1,1,4,2,1,9,3,1,3,1,47.0,1,1.0,308.0,2,3,0,0,0,264,0,0,0,0,1,2007,2,2,122000.0,0,0,0,0,0,0,0,0,0,0,0
1267,1268,20,2,89.0,13214,1,1,3,1,0,0,14,2,1,4,4,9,5,2,1,2,0,0,7,0,0.0,3,2,3,4,3,4,5,0.0,4,0.0,2002.0,2002.0,1,4,1,2,2018,0,0,2018,0.0,0.0,2,0,3,1,3,10,3,1,3,3,1.0,3,3.0,746.0,2,3,2,144,76,0,0,0,0,0,5,2010,2,2,378500.0,0,0,0,0,0,0,0,0,0,0,0
1268,1269,50,2,68.0,14100,1,1,1,1,0,1,12,2,1,4,1,8,9,73,11,0,0,0,3,2,632.0,1,1,2,2,3,2,1,192.0,4,0.0,536.0,728.0,1,4,1,2,1968,1479,0,3447,0.0,0.0,3,1,4,1,2,11,3,2,3,4,26.0,1,3.0,1014.0,2,3,2,314,12,0,0,0,0,0,5,2008,2,2,381000.0,1,0,0,0,0,0,0,0,0,0,0
1269,1270,50,2,78.0,11344,1,0,1,1,0,0,5,1,1,4,1,5,5,49,49,0,0,1,1,2,180.0,1,2,2,2,3,1,2,460.0,4,0.0,414.0,874.0,0,2,1,1,874,650,0,1524,0.0,0.0,1,1,3,1,1,7,3,0,0,3,49.0,1,1.0,315.0,2,3,2,0,0,0,0,0,0,0,7,2007,2,2,144000.0,0,0,0,0,0,0,0,0,0,0,0
1270,1271,40,2,68.0,23595,1,0,2,1,0,2,8,2,1,4,4,7,6,31,31,1,1,4,5,0,0.0,2,2,3,3,3,4,6,1258.0,4,0.0,74.0,1332.0,1,2,1,2,1332,192,0,1524,2.0,0.0,0,1,0,1,2,4,3,1,2,3,31.0,3,2.0,586.0,2,3,2,268,0,0,0,0,0,0,4,2010,2,2,260000.0,1,0,0,0,0,0,0,0,0,0,0
1271,1272,20,2,68.0,9156,1,1,1,1,0,0,9,3,1,4,4,6,7,41,41,2,0,5,3,0,0.0,1,2,2,2,3,1,5,0.0,4,0.0,1489.0,1489.0,1,3,1,2,1489,0,0,1489,0.0,0.0,2,0,3,1,2,7,3,1,3,3,41.0,2,2.0,462.0,2,3,2,0,0,0,0,0,0,0,8,2009,2,2,185750.0,1,0,0,0,0,0,0,0,0,0,0
1272,1273,20,2,68.0,13526,1,1,1,1,4,0,4,2,1,4,4,5,6,41,41,2,0,3,5,2,114.0,1,2,2,2,3,1,2,560.0,2,375.0,0.0,935.0,1,2,1,2,935,0,0,935,1.0,0.0,1,0,3,1,1,5,3,0,0,3,41.0,1,1.0,288.0,2,3,2,180,0,0,0,0,0,0,11,2006,2,2,137000.0,1,0,0,0,0,0,0,0,0,0,0
1273,1274,80,2,124.0,11512,1,1,1,1,2,0,2,2,1,4,3,6,7,49,2,0,0,4,5,2,84.0,1,2,2,2,3,3,4,719.0,4,0.0,300.0,1019.0,1,3,1,2,1357,0,0,1357,1.0,0.0,1,0,2,1,3,5,3,1,3,2,49.0,2,1.0,312.0,2,3,2,0,0,0,0,163,0,0,5,2008,2,2,177000.0,0,0,0,0,0,0,0,0,0,0,0
1274,1275,50,2,53.0,5362,1,0,1,1,2,0,12,2,1,4,1,5,6,97,4,0,0,2,2,0,0.0,1,2,3,2,3,1,5,0.0,4,0.0,661.0,661.0,1,4,1,2,661,589,0,1250,0.0,0.0,2,0,3,1,1,8,3,1,3,1,22.0,1,2.0,552.0,2,3,2,242,0,81,0,0,0,0,11,2007,2,2,139000.0,0,0,0,0,0,0,0,0,0,0,0
1275,1276,90,2,95.0,11345,1,0,1,1,2,0,5,1,1,1,5,5,5,59,57,0,1,0,3,3,567.0,1,2,2,2,3,1,1,220.0,4,0.0,708.0,928.0,1,3,1,1,928,992,0,1920,0.0,0.0,2,0,4,2,1,10,3,0,0,1,59.0,1,2.0,400.0,2,1,2,0,0,0,0,0,0,0,7,2007,2,2,137000.0,0,0,0,0,0,0,0,0,0,0,0
1276,1277,60,2,68.0,12936,1,1,1,1,4,0,9,2,1,4,5,6,6,37,37,0,0,3,5,0,0.0,1,2,2,2,4,1,2,593.0,4,0.0,130.0,723.0,1,2,1,2,735,660,0,1395,0.0,1.0,1,1,3,1,1,6,3,1,2,3,37.0,1,2.0,497.0,2,3,2,294,116,0,0,0,0,0,12,2009,2,2,162000.0,1,0,0,0,0,0,0,0,0,0,0
1277,1278,80,2,68.0,17871,1,1,1,1,4,0,9,2,1,4,3,6,5,42,33,0,0,3,4,2,359.0,1,2,2,3,3,3,4,528.0,4,0.0,1152.0,1680.0,1,1,1,2,1724,0,0,1724,1.0,0.0,1,1,3,1,1,7,3,1,3,3,42.0,2,2.0,480.0,2,3,2,0,0,0,0,0,0,0,6,2009,2,2,197900.0,1,0,0,0,0,0,0,0,0,0,0
1278,1279,60,2,75.0,9473,1,0,1,1,0,0,11,2,1,4,5,8,5,6,6,0,0,6,6,1,0.0,2,2,3,3,3,1,6,804.0,4,0.0,324.0,1128.0,1,4,1,2,1128,903,0,2031,1.0,0.0,2,1,3,1,2,7,3,1,3,3,6.0,2,2.0,577.0,2,3,2,0,211,0,0,0,0,0,3,2008,2,2,237000.0,0,1,0,0,0,0,0,0,0,0,0
1279,1280,50,0,60.0,7500,1,0,1,1,0,0,0,2,1,4,1,4,4,90,60,0,0,1,1,0,0.0,1,1,2,2,3,1,5,0.0,4,0.0,698.0,698.0,1,2,1,1,698,430,0,1128,0.0,0.0,1,0,2,1,1,6,3,0,0,1,30.0,2,2.0,528.0,2,3,2,30,0,164,0,0,0,0,4,2010,0,0,68400.0,0,0,0,0,0,0,0,0,0,0,0
1280,1281,20,2,67.0,9808,1,1,1,1,0,0,11,2,1,4,4,7,5,7,7,0,0,6,6,2,110.0,2,2,3,3,3,1,6,788.0,4,0.0,785.0,1573.0,1,4,1,2,1573,0,0,1573,1.0,0.0,2,0,3,1,2,6,3,0,0,3,7.0,2,2.0,544.0,2,3,2,0,72,0,0,0,0,0,3,2009,2,2,227000.0,0,0,0,0,0,0,0,0,0,0,0
1281,1282,20,2,50.0,8049,1,1,1,1,4,0,14,2,1,4,4,7,5,16,16,2,0,3,4,2,54.0,1,2,2,3,3,1,4,1053.0,4,0.0,256.0,1309.0,1,2,1,2,1339,0,0,1339,1.0,0.0,2,0,2,1,1,6,3,1,2,3,16.0,3,2.0,484.0,3,2,2,0,58,0,0,90,0,0,7,2006,2,2,180000.0,0,0,0,0,0,0,0,0,0,0,0
1282,1283,20,2,61.0,8800,1,1,1,1,0,0,11,2,1,4,4,5,7,32,1,0,0,3,4,0,0.0,1,2,2,3,3,2,3,532.0,3,144.0,364.0,1040.0,1,2,1,2,1040,0,0,1040,0.0,0.0,2,0,3,1,2,5,3,0,0,1,32.0,1,2.0,484.0,2,3,2,0,0,0,0,288,0,0,9,2009,2,2,150500.0,0,0,0,0,0,0,0,0,0,0,0
1283,1284,90,2,94.0,9400,1,0,2,1,2,0,6,2,1,1,5,6,5,39,39,1,0,1,2,0,0.0,1,2,2,2,3,3,5,0.0,4,0.0,912.0,912.0,1,2,1,2,912,912,0,1824,0.0,0.0,2,2,4,2,1,8,3,0,0,0,31.0,0,0.0,0.0,0,0,2,128,0,0,0,0,0,0,4,2010,2,2,139000.0,0,0,0,0,0,0,0,0,1,0,0
1284,1285,50,2,50.0,9638,1,0,1,1,0,0,8,1,1,4,1,6,7,91,20,0,0,2,2,0,0.0,1,2,3,2,3,1,5,0.0,4,0.0,804.0,804.0,1,4,1,2,1699,748,0,2447,0.0,0.0,2,0,4,1,2,10,0,1,3,1,41.0,1,1.0,336.0,2,3,2,272,0,42,0,116,0,0,3,2010,2,2,169000.0,0,0,0,0,0,0,0,0,0,0,0
1285,1286,50,1,50.0,6000,1,0,1,1,0,0,1,2,1,4,1,6,6,70,59,0,0,1,1,0,0.0,1,0,2,2,3,1,5,0.0,4,0.0,780.0,780.0,1,4,1,0,825,587,0,1412,0.0,0.0,1,0,4,1,1,6,3,1,3,1,70.0,1,1.0,280.0,2,3,2,45,0,0,0,0,0,0,5,2009,2,2,132500.0,0,0,0,0,0,0,0,0,0,0,0
1286,1287,20,2,68.0,9790,1,0,1,1,0,0,9,1,1,4,4,6,5,47,47,2,0,3,4,2,451.0,1,2,2,2,3,1,4,569.0,3,81.0,678.0,1328.0,1,2,1,2,1328,0,0,1328,1.0,0.0,1,1,3,1,1,6,3,2,3,3,47.0,1,2.0,528.0,2,3,2,0,26,0,0,0,0,0,6,2010,2,2,143000.0,1,0,0,0,0,0,0,0,0,0,0
1287,1288,20,2,68.0,36500,1,1,2,1,0,1,8,2,1,4,4,5,5,42,42,0,0,2,0,1,621.0,1,1,2,2,3,3,1,812.0,4,0.0,812.0,1624.0,1,1,1,2,1582,0,0,1582,0.0,1.0,2,0,4,1,1,7,3,0,0,3,42.0,1,2.0,390.0,2,3,0,168,198,0,0,0,0,0,6,2006,2,2,190000.0,1,0,0,0,0,0,0,0,0,0,0
1288,1289,120,2,40.0,5664,1,1,1,1,0,0,8,2,1,3,4,8,5,9,9,0,0,7,7,0,0.0,2,2,3,3,3,1,6,1158.0,4,0.0,343.0,1501.0,1,4,1,2,1659,0,0,1659,1.0,0.0,2,0,2,1,3,5,3,1,4,3,9.0,3,2.0,499.0,2,3,2,212,59,0,0,0,0,0,10,2009,2,2,278000.0,0,0,0,0,0,0,0,0,0,0,0
1289,1290,60,2,86.0,11065,1,1,1,1,0,0,15,2,1,4,5,8,5,0,0,0,0,6,6,3,788.0,2,2,3,3,3,2,5,0.0,4,0.0,1085.0,1085.0,1,4,1,2,1120,850,0,1970,0.0,0.0,2,1,3,1,3,8,3,1,3,4,0.0,3,3.0,753.0,2,3,2,177,74,0,0,0,0,0,10,2006,3,3,281000.0,0,0,0,0,0,0,0,0,0,0,0
1290,1291,80,2,68.0,14112,1,1,1,1,2,0,5,2,1,4,3,5,7,46,46,2,0,2,4,2,86.0,1,2,3,2,3,3,6,1014.0,4,0.0,138.0,1152.0,1,2,1,2,1152,0,0,1152,1.0,0.0,1,0,3,1,1,6,3,1,3,3,46.0,2,2.0,484.0,2,3,2,227,0,0,0,0,0,0,4,2010,2,2,180500.0,1,0,0,0,0,0,0,0,0,0,0
1291,1292,160,1,21.0,1680,1,0,1,1,0,0,8,2,1,2,5,5,7,37,37,0,0,7,7,2,268.0,1,2,2,2,3,1,4,231.0,4,0.0,399.0,630.0,1,2,1,2,630,672,0,1302,0.0,0.0,2,1,3,1,1,6,3,0,0,1,37.0,1,1.0,264.0,2,3,2,185,0,0,0,0,0,0,2,2009,2,2,119500.0,0,0,0,0,0,0,0,0,0,0,0
1292,1293,70,1,60.0,6600,1,0,1,1,2,0,3,2,1,4,5,5,4,117,44,0,0,2,0,0,0.0,1,2,0,2,3,1,5,0.0,4,0.0,994.0,994.0,1,2,0,2,1378,994,0,2372,0.0,0.0,2,0,4,2,1,11,0,0,0,3,24.0,2,1.0,432.0,2,3,2,0,287,0,0,0,0,0,12,2009,2,2,107500.0,0,0,0,0,0,0,0,0,0,0,0
1293,1294,60,2,78.0,10140,1,0,1,1,0,0,9,2,1,4,5,7,5,30,30,0,0,3,4,0,0.0,1,2,3,3,3,1,6,194.0,4,0.0,638.0,832.0,1,2,1,2,832,832,0,1664,0.0,0.0,2,1,4,1,1,8,3,1,2,3,30.0,2,2.0,528.0,2,3,2,0,28,0,0,259,0,0,3,2006,2,2,162900.0,0,0,0,0,0,0,0,0,0,0,0
